0.43304,0.098713,0.39187,0.21593
0.44704,0.10388,0.347,0.28339
0.43358,0.091201,0.37317,0.28487
0.35583,0.095927,0.34491,0.31198
0.34427,0.083698,0.29926,0.26931
0.30859,0.11057,0.32186,0.27937
0.33762,0.094634,0.33552,0.31396
0.27488,0.12974,0.36075,0.30605
0.20774,0.13194,0.33401,0.28567
0.19788,0.10459,0.31549,0.27581
0.16529,0.083664,0.26908,0.18543
0.18472,0.074276,0.24909,0.14728
0.15799,0.11659,0.20431,0.20661
0.14771,0.045593,0.20476,0.22029
0.18036,0.057892,0.18494,0.19654
0.17032,0.068109,0.14314,0.19682
0.23765,0.10921,0.20657,0.25751
0.24436,0.077401,0.2033,0.29646
0.17702,0.096102,0.17611,0.29483
0.23645,0.094394,0.12618,0.32833
0.21101,0.08838,0.15517,0.36468
0.21465,0.12047,0.18041,0.38664
0.22253,0.092642,0.25921,0.42525
0.21965,0.053344,0.32509,0.41838
0.21987,0.051578,0.31759,0.44686
0.20476,0.069944,0.30803,0.45272
0.19606,0.056413,0.27335,0.43837
0.20437,0.054003,0.25883,0.47391
0.22316,0.050645,0.29303,0.47735
0.19696,0.063674,0.2872,0.47216
0.28837,0.059234,0.31384,0.47266
0.3653,0.089151,0.30507,0.46864
0.35978,0.060987,0.31133,0.46011
0.3424,0.066641,0.33028,0.4729
0.41213,0.034707,0.32124,0.47277
0.45192,0.032041,0.33536,0.46131
0.44302,0.01474,0.342,0.46239
0.43189,0.021291,0.27537,0.45
0.43009,0.020436,0.2494,0.43148
0.41836,0.025749,0.23205,0.39133
0.43248,0.020667,0.26197,0.38967
0.3873,0.028495,0.25887,0.39619
0.406,0.040724,0.25155,0.41441
0.4231,0.044849,0.2479,0.42928
0.39404,0.048816,0.24049,0.43073
0.44687,0.069468,0.2542,0.46483
0.4529,0.096767,0.25831,0.46321
0.47374,0.082592,0.2129,0.4704
0.48438,0.078165,0.16624,0.46512
0.47928,0.10891,0.21796,0.45796
0.48947,0.13339,0.17773,0.45448
0.48168,0.15466,0.1943,0.45688
0.47325,0.09881,0.21169,0.46427
0.47648,0.084205,0.21179,0.47334
0.48272,0.1549,0.21536,0.47715
0.48114,0.12833,0.26456,0.49072
0.48734,0.14391,0.22176,0.49075
0.48167,0.1485,0.22806,0.49269
0.49023,0.13909,0.22681,0.49321
0.49017,0.15578,0.27833,0.48707
0.49263,0.18367,0.32955,0.49184
0.49488,0.22003,0.33982,0.48848
0.49434,0.25158,0.33469,0.48934
0.49619,0.2514,0.26078,0.48343
0.49241,0.20142,0.25466,0.47447
0.49461,0.19837,0.31416,0.48336
0.49568,0.23308,0.35934,0.47725
0.4965,0.26495,0.32803,0.48157
0.49782,0.32099,0.37808,0.48852
0.49755,0.31195,0.28333,0.48108
0.49246,0.27751,0.31296,0.47963
0.48798,0.26453,0.29234,0.46727
0.49243,0.2599,0.30386,0.46123
0.49126,0.29802,0.27605,0.46708
0.49498,0.29915,0.24745,0.44772
0.48742,0.30438,0.28481,0.46397
0.49054,0.27186,0.31094,0.45408
0.49307,0.22575,0.35742,0.44564
0.49062,0.19692,0.36904,0.43113
0.49405,0.21699,0.37047,0.40849
0.48961,0.25646,0.40508,0.43148
0.49608,0.24596,0.41381,0.44168
0.49547,0.25808,0.40439,0.43303
0.4951,0.25336,0.40243,0.45742
0.49366,0.30485,0.42173,0.44726
0.49603,0.28358,0.3975,0.41967
0.49529,0.29571,0.37888,0.37191
0.4959,0.30029,0.39095,0.34326
0.4914,0.34731,0.36362,0.35218
0.49344,0.38268,0.36947,0.34892
0.48369,0.3694,0.34015,0.3278
0.47246,0.35837,0.3634,0.31776
0.4748,0.31231,0.36001,0.29456
0.48164,0.30863,0.33715,0.32299
0.48492,0.27288,0.4065,0.3489
0.47277,0.27899,0.41354,0.29433
0.46636,0.24996,0.39153,0.30058
0.47065,0.19725,0.41223,0.34594
0.45753,0.13119,0.40956,0.29914
0.47644,0.13433,0.38648,0.25352
0.48774,0.15173,0.42401,0.27703
0.48917,0.12634,0.43183,0.33993
0.4736,0.10783,0.40719,0.3404
0.47965,0.07142,0.40126,0.32912
0.47867,0.10374,0.40117,0.35156
0.46407,0.15751,0.40446,0.32822
0.46623,0.19731,0.39669,0.30949
0.46471,0.21015,0.36845,0.31005
0.4759,0.26152,0.36726,0.25689
0.46598,0.32171,0.35634,0.28023
0.45814,0.33179,0.36685,0.31817
0.46314,0.3218,0.38135,0.31928
0.4573,0.30729,0.34707,0.31282
0.46102,0.32107,0.33738,0.2387
0.46831,0.34807,0.34612,0.23768
0.463,0.3598,0.29778,0.25443
0.47482,0.35501,0.26172,0.2042
0.47115,0.34625,0.23654,0.17257
0.45398,0.34898,0.22409,0.18488
0.44916,0.36178,0.23326,0.25064
0.44043,0.38872,0.25504,0.25777
0.44276,0.41157,0.32182,0.29747
0.4517,0.42496,0.31122,0.27163
0.46361,0.41214,0.32259,0.21504
0.45922,0.41254,0.28744,0.17912
0.45684,0.43214,0.2412,0.18583
0.44504,0.45042,0.26032,0.22758
0.4317,0.43212,0.21191,0.21612
0.41254,0.46067,0.24696,0.25014
0.42528,0.45227,0.28246,0.27653
0.44866,0.45556,0.2773,0.28212
0.40444,0.43471,0.24845,0.35802
0.3778,0.4369,0.25071,0.37294
0.39963,0.45451,0.26607,0.32903
0.38362,0.4246,0.23912,0.27051
0.3679,0.43332,0.27494,0.3595
0.3833,0.43773,0.22865,0.38302
0.38684,0.44559,0.22098,0.40177
0.37587,0.41578,0.19821,0.37579
0.38176,0.39861,0.26035,0.36118
0.36502,0.39328,0.29884,0.2911
0.34467,0.37164,0.23736,0.31762
0.36435,0.38705,0.24351,0.32311
0.33825,0.37986,0.24572,0.32518
0.34509,0.38378,0.28968,0.35668
0.33072,0.34662,0.35988,0.35166
0.35083,0.37041,0.37063,0.36097
0.31623,0.3215,0.36355,0.36228
0.35594,0.32703,0.35518,0.334
0.34096,0.30478,0.39067,0.37537
0.33886,0.20033,0.40845,0.39769
0.34528,0.22675,0.45468,0.37902
0.40339,0.27448,0.44398,0.40776
0.43715,0.30777,0.41999,0.39854
0.46147,0.30298,0.43489,0.41745
0.45424,0.28467,0.43727,0.42483
0.40255,0.25854,0.4129,0.38947
0.3882,0.2355,0.41638,0.3458
0.38306,0.21391,0.42373,0.31401
0.41143,0.20182,0.47035,0.33549
0.39357,0.23744,0.48217,0.31107
0.40694,0.23522,0.46561,0.28899
