1,0.66261,0.14588,0.73956,369.58,2
2,0.29517,0.25915,1.3085,360.87,2
3,0.28116,0.26324,1.1213,363.42,2
4,0.29477,0.2461,1.0029,368.68,2
5,0.28458,0.22103,1.2537,363.7,2
6,0.26892,0.31065,1.4013,357.25,2
7,0.39507,0.36982,1.1167,361.2,2
8,0.27962,0.50507,1.0071,362.77,2
9,0.41242,0.40431,1.3533,359.27,2
10,0.25579,0.22786,1.3997,366.54,2
11,0.20079,0.41233,1.3963,361.1,2
12,0.2316,0.72029,1.3408,350,2
13,0.80696,0.17245,0.79946,365.64,2
14,0.25385,0.26585,1.651,356.55,2
15,0.16607,0.37815,1.1265,365.52,2
16,0.1064,0.37191,1.81,358.18,2
17,0.26841,0.24988,1.4167,358.25,2
18,0.17058,0.36553,1.2279,366.15,2
19,0.40303,0.2546,1.2578,362.61,2
20,0.40257,0.26153,0.98013,365.91,2
21,0.12218,0.035244,2.7001,363.11,2
22,0.22636,0.29619,1.527,358.82,2
23,0.17683,0.28895,1.462,356.18,2
24,0.46623,0.32487,1.3678,359.56,2
25,0.02829,0.19063,2.3428,360.96,2
26,0.11915,0.099336,2.0372,359.93,2
27,0.39208,0.2347,1.2599,356.36,2
28,0.29191,0.47493,1.3633,352.85,2
29,0.39009,0.33113,1.3018,361.41,2
30,0.1718,0.16487,2.1315,354.72,2
31,0.3778,0.51504,1.1836,359.76,2
32,0.36181,0.34892,1.1678,364.97,2
33,0.55362,0.31625,0.96473,366.11,2
34,0.26815,0.31554,1.0748,365.7,2
35,0.33091,0.37614,1.0512,364.01,2
36,0.41549,0.3559,1.267,361.65,2
37,0.213,0.67425,0.85854,363.5,2
38,0.29136,0.14418,1.636,362.49,2
39,0.15948,0.14393,1.6988,350.53,2
40,0.20984,0.47691,1.0092,366.88,2
41,0.30787,0.61085,1.0956,359.54,2
42,0.39717,0.30691,0.84683,367.77,2
43,0.2861,0.33585,1.1628,362.65,2
44,0.16665,0.27905,1.721,354.49,2
45,0.20196,0.23054,1.6743,357.4,2
46,0.37834,0.30901,1.3806,360.7,2
47,0.65579,0.57438,0.82385,364.7,2
48,0.30745,0.26827,1.055,367.19,2
49,0.39128,0.14465,0.87757,368.31,2
50,0.087164,0.35244,1.3594,360.45,2
