0.080937,0.26062,0.28595,0.49607
0.047333,0.22762,0.32452,0.49705
0.043861,0.25999,0.33832,0.49279
0.035222,0.27852,0.2916,0.4964
0.024275,0.36357,0.28111,0.49869
0.033383,0.38586,0.31903,0.49714
0.026806,0.39268,0.32881,0.4967
0.030931,0.37774,0.33176,0.49541
0.037988,0.36913,0.31763,0.48738
0.036205,0.37161,0.32318,0.48275
0.043575,0.34141,0.36774,0.4835
0.07545,0.3052,0.36688,0.47794
0.050369,0.28873,0.40695,0.47214
0.043209,0.33407,0.42013,0.47256
0.037897,0.36626,0.42891,0.47254
0.023387,0.3892,0.41531,0.45853
0.024848,0.38815,0.39178,0.46618
0.035301,0.40681,0.3828,0.47797
0.074449,0.43499,0.38038,0.48176
0.11063,0.43989,0.40356,0.47876
0.1464,0.44463,0.43322,0.47996
0.11661,0.47346,0.42491,0.46435
0.14154,0.47838,0.38696,0.48125
0.18243,0.46843,0.35388,0.47482
0.17801,0.46566,0.40734,0.47259
0.20387,0.46432,0.38676,0.45408
0.15299,0.46302,0.33872,0.46896
0.18377,0.46526,0.33038,0.47327
0.12755,0.43781,0.33057,0.46264
0.08771,0.44541,0.32622,0.48407
0.075635,0.43938,0.24164,0.47456
0.075933,0.4336,0.20388,0.48677
0.13263,0.42441,0.19869,0.48713
0.16075,0.41591,0.13185,0.49168
0.15746,0.4182,0.18402,0.49375
0.19009,0.38287,0.14017,0.49149
0.19513,0.37687,0.12316,0.49237
0.17491,0.35069,0.10568,0.49264
0.16356,0.37175,0.13597,0.48765
0.15978,0.36314,0.15547,0.47555
0.18021,0.371,0.15383,0.47729
0.1914,0.37125,0.14081,0.46729
0.21043,0.36266,0.14483,0.47186
0.23509,0.37952,0.19066,0.46456
0.1613,0.40723,0.20432,0.45933
0.19716,0.36902,0.18642,0.46236
0.19535,0.37638,0.22767,0.47187
0.20949,0.35023,0.2128,0.44757
0.2522,0.33765,0.19612,0.43447
0.27078,0.34648,0.1972,0.43819
0.26899,0.39219,0.29268,0.46325
0.33491,0.39821,0.3774,0.47477
0.36121,0.33648,0.37871,0.47485
0.34491,0.40407,0.4018,0.47496
0.35799,0.40335,0.40009,0.47254
0.35104,0.39238,0.39816,0.47795
0.42442,0.4069,0.38789,0.47575
0.40378,0.43822,0.34385,0.46279
0.43786,0.4352,0.28232,0.45296
0.42186,0.45661,0.24132,0.44914
0.40319,0.45946,0.26317,0.38802
0.38724,0.44058,0.31934,0.34501
0.35551,0.43161,0.33705,0.32642
0.36459,0.42744,0.27481,0.33041
0.34913,0.44192,0.26346,0.28328
0.35742,0.45073,0.20583,0.22987
0.37984,0.44391,0.2577,0.28732
0.31854,0.44295,0.24678,0.26462
0.25913,0.4396,0.20509,0.19403
0.30517,0.43758,0.23245,0.25069
0.28501,0.43056,0.23655,0.25307
0.25016,0.44024,0.27699,0.26967
0.23589,0.45735,0.29909,0.2725
0.24232,0.45008,0.272,0.27063
0.19912,0.45978,0.25168,0.28801
0.20214,0.43078,0.21179,0.25611
0.21877,0.44757,0.2469,0.29406
0.21832,0.44883,0.29719,0.27401
0.21705,0.42949,0.25945,0.23183
0.16733,0.44387,0.25685,0.23801
0.14597,0.41534,0.22494,0.23218
0.11393,0.40369,0.17971,0.27458
0.11919,0.41417,0.16387,0.2258
0.11223,0.41178,0.20822,0.2029
0.10178,0.44244,0.28778,0.22392
0.088686,0.4267,0.32377,0.24366
0.083934,0.42563,0.30892,0.26117
0.06666,0.39743,0.28844,0.23987
