1,1,2,0,1
1,2,1,0,0
1,3,3,1,1
1,4,3,1,0
1,5,4,1,0
1,6,3,1,0
1,7,4,0,0
1,8,4,0,1
1,9,2,0,0
1,10,1,0,0
1,11,4,0,0
1,12,3,1,1
1,13,4,0,1
1,14,3,0,0
1,15,2,0,0
1,16,4,0,1
1,17,3,0,1
1,18,1,0,0
1,19,1,1,0
1,20,1,0,0
1,21,3,0,0
1,22,1,0,0
1,23,4,0,0
1,24,3,1,0
1,25,3,0,0
1,26,4,0,0
1,27,2,1,0
1,28,4,0,0
1,29,2,1,1
1,30,2,1,0
1,31,2,1,0
1,32,2,1,1
1,33,2,1,1
1,34,1,1,0
1,35,2,0,1
1,36,2,0,0
1,37,3,1,0
1,38,2,1,0
1,39,1,0,0
1,40,2,0,0
1,41,2,1,1
1,42,2,1,0
1,43,1,1,0
1,44,3,0,0
1,45,2,1,0
1,46,3,0,1
1,47,2,1,0
1,48,3,0,0
1,49,2,0,1
1,50,1,1,0
1,51,2,0,1
1,52,2,0,0
1,53,1,1,0
1,54,1,0,1
1,55,1,0,1
1,56,3,0,1
1,57,3,0,1
1,58,3,0,1
1,59,1,0,1
1,60,3,1,0
1,61,2,1,1
1,62,2,1,1
1,63,4,0,1
1,64,2,0,0
1,65,1,1,1
1,66,4,1,1
1,67,4,0,1
1,68,1,1,0
1,69,2,0,1
1,70,1,0,1
1,71,2,1,0
1,72,4,0,0
1,73,1,0,0
1,74,1,0,0
1,75,3,0,0
1,76,3,0,0
1,77,4,0,0
1,78,2,1,0
1,79,1,0,0
1,80,2,0,1
1,81,2,0,0
1,82,4,1,1
1,83,1,0,0
1,84,1,0,0
1,85,4,1,1
1,86,4,0,1
1,87,2,0,1
1,88,4,0,1
1,89,1,0,0
1,90,4,0,0
1,91,2,1,1
1,92,4,1,0
1,93,2,1,1
1,94,2,1,0
1,95,2,0,0
1,96,3,0,1
1,97,2,1,0
1,98,2,1,0
1,99,3,0,0
1,100,1,0,0
1,101,2,1,1
1,102,1,0,0
1,103,2,0,1
1,104,4,1,1
1,105,4,1,1
1,106,4,0,0
1,107,2,0,0
1,108,4,0,0
1,109,4,1,1
1,110,3,0,1
1,111,2,1,1
1,112,2,0,0
1,113,3,0,0
1,114,3,0,0
1,115,3,1,0
1,116,2,0,1
1,117,2,1,1
1,118,4,0,0
1,119,1,0,0
1,120,3,0,1
1,121,2,0,0
1,122,2,0,0
1,123,3,0,1
1,124,4,1,0
1,125,4,0,0
1,126,3,0,0
1,127,1,0,0
1,128,3,0,0
1,129,4,1,0
1,130,3,1,1
1,131,4,0,0
1,132,4,0,1
1,133,3,1,0
1,134,1,1,0
1,135,3,1,0
1,136,4,0,1
1,137,4,0,0
1,138,1,0,1
1,139,1,1,0
1,140,1,0,0
1,141,3,0,0
1,142,4,0,0
1,143,3,0,1
1,144,1,0,0
1,145,3,1,0
1,146,1,1,1
1,147,4,1,0
1,148,1,1,0
1,149,4,1,1
1,150,1,1,1
1,151,1,0,0
1,152,1,0,1
1,153,2,0,1
1,154,2,0,1
1,155,1,0,0
1,156,2,0,0
1,157,3,0,1
1,158,4,1,0
1,159,4,1,1
1,160,3,0,0
1,161,1,0,0
1,162,2,0,0
1,163,4,0,1
1,164,2,0,1
1,165,4,0,1
1,166,4,0,0
1,167,4,0,1
1,168,2,0,0
1,169,2,0,0
1,170,4,0,0
1,171,3,1,0
1,172,4,0,0
1,173,2,1,0
1,174,3,0,0
1,175,3,0,1
1,176,1,1,0
1,177,4,0,0
1,178,4,0,0
1,179,3,0,0
1,180,4,0,0
1,181,4,0,0
1,182,4,0,1
1,183,2,0,1
1,184,1,1,0
1,185,3,1,0
1,186,1,1,0
1,187,1,0,0
1,188,2,0,0
1,189,1,1,0
1,190,1,0,0
1,191,3,0,0
1,192,1,0,0
1,193,1,0,0
1,194,3,0,0
1,195,3,1,0
1,196,3,0,0
1,197,3,0,0
1,198,2,0,0
1,199,3,1,0
1,200,1,1,0
1,201,3,0,1
1,202,2,0,0
1,203,4,0,0
1,204,3,0,1
1,205,4,0,1
1,206,3,0,1
1,207,4,1,0
1,208,3,0,0
1,209,4,0,0
1,210,2,0,1
1,211,1,1,0
1,212,3,0,0
1,213,2,1,0
1,214,2,0,0
1,215,2,0,0
1,216,1,1,1
1,217,4,0,0
1,218,1,1,1
1,219,1,1,0
1,220,1,1,0
1,221,2,0,0
1,222,2,0,0
1,223,4,0,0
1,224,2,0,0
1,225,1,1,0
1,226,1,1,0
1,227,1,1,0
1,228,4,1,1
1,229,4,0,1
1,230,4,0,0
1,231,1,0,1
1,232,1,0,0
1,233,1,0,0
1,234,4,1,0
1,235,3,0,1
1,236,4,0,0
1,237,1,0,1
1,238,3,0,0
1,239,1,1,0
1,240,3,0,0
1,241,1,0,0
1,242,4,0,0
1,243,1,0,1
1,244,4,0,0
1,245,1,0,0
1,246,1,0,1
1,247,2,0,0
1,248,2,0,0
1,249,2,0,0
1,250,1,0,0
1,251,2,0,1
1,252,2,0,0
1,253,2,0,1
1,254,1,0,0
1,255,1,0,0
1,256,4,1,0
1,257,4,0,0
1,258,4,0,0
1,259,3,0,0
1,260,2,0,1
1,261,1,0,0
1,262,2,0,1
1,263,4,0,0
1,264,1,1,1
1,265,4,1,0
1,266,2,0,0
1,267,4,1,0
1,268,1,0,0
1,269,2,0,0
1,270,4,0,0
1,271,3,0,1
1,272,3,0,1
1,273,2,0,0
1,274,3,1,0
1,275,3,0,0
1,276,3,0,0
1,277,3,0,1
1,278,4,0,0
1,279,1,0,1
1,280,1,0,0
1,281,2,0,0
1,282,3,0,1
1,283,1,0,0
1,284,3,0,0
1,285,4,0,0
1,286,2,0,1
1,287,3,0,0
1,288,2,0,0
1,289,2,0,0
1,290,4,0,0
1,291,1,0,0
1,292,1,0,0
1,293,4,0,0
1,294,2,0,1
1,295,4,1,0
1,296,2,1,1
1,297,3,0,1
1,298,3,0,0
1,299,2,0,0
1,300,2,1,0
1,301,4,0,1
1,302,3,0,1
1,303,3,1,0
1,304,2,1,0
1,305,2,0,0
1,306,2,0,1
1,307,4,0,0
1,308,3,0,0
1,309,3,0,0
1,310,2,0,0
1,311,3,0,1
1,312,4,0,0
1,313,3,0,0
1,314,2,0,0
1,315,2,0,1
1,316,2,1,0
1,317,1,0,0
1,318,4,0,0
1,319,4,0,0
1,320,3,1,0
1,321,1,0,0
1,322,1,0,0
1,323,2,1,1
1,324,2,0,0
1,325,4,0,0
1,326,1,0,0
1,327,3,0,0
1,328,4,0,0
1,329,1,0,0
1,330,4,0,0
1,331,4,0,0
1,332,2,0,1
1,333,4,0,0
1,334,1,0,0
1,335,3,0,1
1,336,4,0,0
1,337,1,0,0
1,338,1,0,0
1,339,4,0,0
1,340,1,0,0
1,341,3,0,0
1,342,2,1,0
1,343,2,0,1
1,344,3,0,0
1,345,1,0,1
1,346,2,0,0
1,347,4,0,0
1,348,2,0,1
1,349,4,0,0
1,350,4,0,0
1,351,1,0,0
1,352,2,0,1
1,353,2,0,0
1,354,4,0,0
1,355,4,0,1
1,356,3,0,0
1,357,3,0,1
1,358,3,0,0
1,359,2,1,0
1,360,4,0,0
2,1,2,0,1
2,2,1,0,0
2,3,3,1,1
2,4,4,0,1
2,5,4,0,1
2,6,3,0,1
2,7,2,1,1
2,8,2,0,0
2,9,3,0,1
2,10,2,1,1
2,11,3,1,1
2,12,4,0,1
2,13,1,0,0
2,14,3,0,0
2,15,2,1,0
2,16,2,1,1
2,17,2,1,0
2,18,4,0,1
2,19,1,0,0
2,20,2,0,0
2,21,2,0,0
2,22,2,0,0
2,23,3,0,0
2,24,1,1,0
2,25,4,0,0
2,26,4,0,1
2,27,4,0,0
2,28,3,1,1
2,29,2,1,0
2,30,2,1,1
2,31,2,0,1
2,32,4,0,0
2,33,2,0,0
2,34,3,0,0
2,35,3,1,1
2,36,3,0,0
2,37,1,0,0
2,38,2,0,0
2,39,1,1,0
2,40,3,1,0
2,41,4,0,1
2,42,1,0,0
2,43,2,1,0
2,44,3,0,0
2,45,3,0,1
2,46,1,1,0
2,47,1,0,0
2,48,4,0,0
2,49,2,0,1
2,50,2,0,1
2,51,4,0,1
2,52,2,0,1
2,53,2,0,0
2,54,3,0,1
2,55,3,0,0
2,56,2,0,0
2,57,4,0,1
2,58,3,0,0
2,59,2,1,1
2,60,2,0,1
2,61,2,1,0
2,62,4,0,0
2,63,2,0,1
2,64,3,0,0
2,65,3,0,1
2,66,2,0,0
2,67,3,0,0
2,68,2,1,0
2,69,2,1,0
2,70,2,0,1
2,71,4,0,0
2,72,2,0,0
2,73,3,0,0
2,74,2,1,1
2,75,2,0,1
2,76,4,0,0
2,77,2,1,0
2,78,4,0,0
2,79,4,0,1
2,80,2,1,0
2,81,1,0,0
2,82,1,0,0
2,83,4,0,0
2,84,4,0,0
2,85,2,1,1
2,86,2,0,1
2,87,2,1,1
2,88,2,0,0
2,89,2,1,1
2,90,2,0,0
2,91,4,0,0
2,92,1,0,0
2,93,3,0,1
2,94,2,1,0
2,95,2,1,0
2,96,2,0,0
2,97,3,1,0
2,98,3,0,0
2,99,1,0,0
2,100,4,1,1
2,101,4,1,1
2,102,2,1,0
2,103,4,1,1
2,104,4,0,0
2,105,3,0,0
2,106,2,1,1
2,107,2,0,0
2,108,4,1,0
2,109,4,0,0
2,110,4,0,1
2,111,2,1,0
2,112,2,0,1
2,113,4,0,0
2,114,2,1,0
2,115,1,1,0
2,116,2,0,1
2,117,3,1,1
2,118,3,0,0
2,119,2,1,0
2,120,2,0,0
2,121,4,1,0
2,122,3,0,0
2,123,1,0,1
2,124,3,1,1
2,125,3,0,0
2,126,1,1,0
2,127,3,0,0
2,128,2,0,0
2,129,3,0,1
2,130,2,0,0
2,131,4,1,1
2,132,1,0,0
2,133,1,1,0
2,134,4,0,1
2,135,4,0,0
2,136,4,0,0
2,137,4,0,1
2,138,1,1,1
2,139,1,1,0
2,140,4,0,0
2,141,1,1,0
2,142,1,1,0
2,143,1,0,0
2,144,2,1,1
2,145,3,1,0
2,146,2,0,1
2,147,2,0,0
2,148,1,0,0
2,149,3,0,1
2,150,3,0,0
2,151,1,1,0
2,152,3,0,0
2,153,2,0,0
2,154,1,0,1
2,155,3,0,0
2,156,2,0,1
2,157,1,1,0
2,158,1,1,1
2,159,3,0,1
2,160,4,1,0
2,161,1,0,0
2,162,4,1,1
2,163,4,0,0
2,164,1,0,0
2,165,4,1,0
2,166,4,0,0
2,167,1,1,0
2,168,2,0,0
2,169,3,0,0
2,170,2,1,0
2,171,2,1,0
2,172,4,1,1
2,173,4,0,0
2,174,3,0,1
2,175,3,0,0
2,176,3,0,1
2,177,3,0,0
2,178,4,1,0
2,179,1,0,1
2,180,2,0,0
2,181,3,0,0
2,182,4,0,0
2,183,1,1,0
2,184,4,1,0
2,185,1,0,0
2,186,2,0,0
2,187,2,0,0
2,188,3,0,0
2,189,4,1,1
2,190,4,1,0
2,191,4,0,0
2,192,2,0,0
2,193,3,0,0
2,194,4,0,1
2,195,1,1,0
2,196,4,1,1
2,197,1,0,0
2,198,4,0,1
2,199,2,0,0
2,200,3,0,0
2,201,4,0,1
2,202,1,0,0
2,203,4,0,0
2,204,1,1,1
2,205,1,0,0
2,206,3,0,0
2,207,4,0,0
2,208,3,0,0
2,209,4,0,0
2,210,4,0,0
2,211,2,0,0
2,212,4,0,0
2,213,3,1,0
2,214,2,0,0
2,215,4,0,1
2,216,4,1,0
2,217,3,1,0
2,218,4,1,0
2,219,4,0,0
2,220,1,1,1
2,221,1,0,0
2,222,1,0,0
2,223,1,1,0
2,224,3,0,1
2,225,1,1,0
2,226,3,0,0
2,227,1,1,1
2,228,1,1,0
2,229,2,0,0
2,230,1,1,0
2,231,4,0,0
2,232,1,0,0
2,233,3,0,1
2,234,1,0,1
2,235,3,0,0
2,236,4,0,0
2,237,1,0,0
2,238,1,1,0
2,239,2,0,0
2,240,1,0,0
2,241,1,0,0
2,242,3,0,0
2,243,1,0,0
2,244,3,0,1
2,245,1,1,0
2,246,3,1,1
2,247,3,1,0
2,248,3,0,0
2,249,1,0,0
2,250,1,1,1
2,251,1,0,0
2,252,1,0,0
2,253,3,0,1
2,254,1,1,0
2,255,1,0,0
2,256,1,0,0
2,257,1,0,0
2,258,1,0,0
2,259,4,1,0
2,260,4,1,0
2,261,1,0,0
2,262,4,0,0
2,263,3,0,0
2,264,3,1,1
2,265,3,0,0
2,266,3,0,0
2,267,4,0,0
2,268,4,0,0
2,269,3,0,0
2,270,2,0,0
2,271,2,1,1
2,272,4,0,0
2,273,2,0,0
2,274,4,0,0
2,275,4,1,0
2,276,2,0,0
2,277,3,0,1
2,278,4,0,0
2,279,3,0,0
2,280,4,0,0
2,281,3,0,1
2,282,3,0,0
2,283,4,0,0
2,284,3,0,0
2,285,2,0,1
2,286,4,0,0
2,287,2,0,1
2,288,2,0,0
2,289,2,0,0
2,290,4,0,0
2,291,4,0,0
2,292,2,1,0
2,293,3,0,0
2,294,2,0,0
2,295,4,1,1
2,296,2,0,1
