1,0.40872,0.11639,1.3942,242.19,2
2,0.11606,0.18004,1.6855,245.49,2
3,0.19853,0.54273,1.1077,240.12,2
4,0.044813,0.048453,4.5559,241.11,2
5,0.11472,0.20244,1.726,237.27,2
6,0.0071219,0.11455,3.228,233.67,2
7,0.00016164,0.00016335,350.43,246.41,2
8,0.21598,0.392,1.0615,243.81,2
9,0.19636,0.050593,2.167,240.81,2
10,0.29547,0.39847,1.6677,230.29,2
11,0.52511,0.53392,0.80396,243.63,2
12,0.192,0.44095,1.1443,239.62,2
13,0.42249,0.37045,1.0578,240.29,2
14,0.03162,0.01966,9.9359,237.41,2
15,0.0005698,0.2542,2.3464,235.83,2
16,0.14217,0.55616,0.65633,246.64,2
17,0.039753,0.14348,2.4833,238.08,2
18,0.6074,0.34793,0.87067,242.72,2
19,0.20445,0.61028,1.1348,240.3,2
20,0.40469,0.69324,0.99291,237.95,2
21,0.45555,0.36028,0.83292,244.32,2
22,0.44613,0.56331,0.93091,240.85,2
23,0.019315,0.02059,6.6794,241.63,2
24,0.35845,0.58004,1.4984,230.2,2
25,0.01487,0.032041,9.5702,241.87,2
26,0.63094,0.22301,0.98788,241.22,2
27,0.53839,0.54952,1.0988,233.67,2
28,0.17646,0.090361,2.0985,239.97,2
29,0.24515,0.23674,1.3277,240.06,2
30,0.48818,0.056972,1.7401,235.89,2
31,0.21009,0.27209,1.4494,237.54,2
32,0.22151,0.01215,1.6995,246.22,2
33,0.439,0.2782,0.97639,243.52,2
34,0.11916,0.29831,1.5007,243.16,2
35,0.19919,0.15661,1.9979,239.68,2
36,0.00077703,0.011529,21.061,243.12,2
37,0.44246,0.30012,1.5853,230.93,2
38,0.27835,0.4917,0.92201,243.92,2
39,0.17234,0.26129,1.7248,236.38,2
40,0.104,0.056765,3.0211,242.75,2
41,0.23113,0.19569,2.0165,234.59,2
42,0.58903,0.29596,1.5292,229.65,2
43,0.23142,0.084276,1.5029,243.16,2
44,0.1188,0.13369,2.0677,244.92,2
45,0.66013,0.26895,1.161,238.1,2
46,0.31757,0.4757,0.79797,245.04,2
47,0.35689,0.2142,0.9898,244.93,2
48,0.48541,0.14775,1.7134,237.41,2
49,0.5379,0.73336,0.95548,238.17,2
50,0.24317,0.42342,1.1855,241.31,2
