1,0.28743,3.9065,2.0641,250.03,2
2,0.39827,2.6259,1.9234,281.22,2
3,0.25176,4.8988,1.8778,240.44,2
4,0.26183,4.6987,2.0064,225.64,2
5,0.34132,3.9779,1.8841,259.72,2
6,0.30639,5.0284,1.7081,257.6,2
7,0.28614,5.2941,1.8852,232.17,2
8,0.26177,3.8106,1.9929,248.46,2
9,0.25951,4.7577,2.3379,184.24,2
10,0.31586,3.7799,1.8917,243.05,2
11,0.2927,4.4223,2.178,229.59,2
12,0.32254,4.2241,1.969,221.31,2
13,0.31096,3.8102,2.2754,200.03,2
14,0.33316,4.5118,1.961,247.65,2
15,0.37298,4.5054,2.0714,219.12,2
16,0.27502,3.6503,1.8818,273.33,2
17,0.19062,5.2105,2.0474,239.68,2
18,0.33048,3.0474,1.9713,258.01,2
19,0.38933,3.8209,1.6746,281.44,2
20,0.38539,3.2385,1.9007,261.64,2
