0.17354,0.343,0.11639,0.33407
0.12284,0.37309,0.11842,0.38649
0.12869,0.33824,0.13915,0.37075
0.13947,0.34827,0.14593,0.33981
0.10847,0.34527,0.23651,0.33817
0.14554,0.30208,0.19032,0.35684
0.18669,0.29134,0.22779,0.30273
0.18663,0.28481,0.2564,0.32575
0.19926,0.24498,0.22609,0.35588
0.20642,0.17599,0.20561,0.35174
0.2007,0.1477,0.20882,0.34881
0.22756,0.14941,0.2092,0.35648
0.20697,0.10156,0.20728,0.33344
0.28648,0.13979,0.15518,0.33012
0.28087,0.1239,0.21522,0.35362
0.28433,0.074244,0.1993,0.34151
0.32093,0.079122,0.20363,0.30183
0.32157,0.11927,0.21475,0.34977
0.31693,0.12302,0.24862,0.36068
0.28646,0.12995,0.26713,0.39129
0.29618,0.13127,0.27563,0.40376
0.2472,0.13861,0.22446,0.37657
0.27311,0.16884,0.26007,0.41821
0.32936,0.17651,0.31639,0.41517
0.30416,0.20409,0.26414,0.39353
0.33236,0.22312,0.20853,0.36748
0.37023,0.2284,0.2067,0.36263
0.31691,0.23896,0.21046,0.37918
0.26457,0.20395,0.1818,0.3877
0.28482,0.17231,0.16418,0.36792
0.26976,0.17336,0.16488,0.35315
0.29405,0.1869,0.12766,0.38441
0.32149,0.15817,0.15229,0.36167
0.3437,0.18712,0.15602,0.34874
0.38107,0.19214,0.16262,0.39936
0.397,0.29126,0.21945,0.34957
0.4231,0.30492,0.19258,0.35643
0.39131,0.25711,0.24916,0.33279
0.38844,0.27085,0.28722,0.33794
0.38178,0.28834,0.28052,0.37661
0.32985,0.26924,0.29113,0.38742
0.33684,0.27732,0.3389,0.41747
0.29915,0.25517,0.3478,0.3912
0.34594,0.25582,0.36085,0.41847
0.31742,0.27088,0.37084,0.40642
0.3339,0.31262,0.36655,0.3883
0.33951,0.33737,0.40099,0.42983
0.30666,0.24265,0.42181,0.40548
0.2276,0.25315,0.45178,0.39284
0.22592,0.28289,0.44255,0.39289
0.1906,0.28194,0.44981,0.39749
0.21341,0.31156,0.45872,0.40259
0.23238,0.3365,0.45962,0.41885
0.29374,0.37533,0.47317,0.42525
0.31353,0.40621,0.47735,0.41554
0.28973,0.42579,0.46369,0.40408
0.30237,0.38232,0.45542,0.39407
0.2653,0.35039,0.44117,0.34068
0.26429,0.36955,0.44506,0.33721
0.26225,0.3369,0.43327,0.34266
0.26201,0.31484,0.37984,0.40366
0.25025,0.33667,0.35786,0.41505
0.28969,0.33569,0.39727,0.43035
0.22128,0.36753,0.38604,0.4033
0.2373,0.32247,0.44456,0.38555
0.27,0.33707,0.40796,0.32521
0.29573,0.27885,0.39178,0.35364
0.31497,0.2261,0.40364,0.33411
0.31509,0.23719,0.43451,0.31204
0.33659,0.23238,0.42263,0.3117
0.35323,0.19253,0.4087,0.31946
0.34319,0.18356,0.43345,0.34283
0.32903,0.16525,0.43182,0.33581
0.31751,0.13835,0.4435,0.34829
0.26395,0.14808,0.46037,0.37282
0.25519,0.10658,0.46232,0.37254
0.25938,0.11751,0.47282,0.31498
0.27057,0.070478,0.47821,0.33776
0.32098,0.084501,0.46226,0.33731
0.30753,0.095216,0.45283,0.32954
0.3277,0.11777,0.45878,0.30003
0.35221,0.10135,0.42127,0.33291
0.3786,0.12231,0.40066,0.26908
0.34624,0.095727,0.32492,0.2671
0.35119,0.12234,0.30075,0.29857
0.35678,0.071903,0.29571,0.2814
0.322,0.080528,0.30534,0.21208
0.29485,0.067458,0.28359,0.19897
0.33119,0.055448,0.17357,0.16233
0.32524,0.060552,0.22947,0.22493
0.33677,0.056849,0.21525,0.19983
0.33801,0.078579,0.26755,0.19313
0.315,0.078679,0.21827,0.21455
0.29419,0.10581,0.25156,0.22135
0.30887,0.095933,0.27114,0.20426
0.27403,0.1001,0.25389,0.2484
0.30136,0.1131,0.3388,0.24437
0.32002,0.14846,0.39681,0.26488
0.29,0.17051,0.41415,0.26347
0.27972,0.1625,0.41242,0.21541
0.23616,0.12192,0.42228,0.17828
0.15986,0.10525,0.43403,0.18504
0.19494,0.11664,0.41914,0.13854
0.17816,0.092725,0.4106,0.1619
0.19079,0.10252,0.44022,0.17562
0.20013,0.13616,0.45466,0.19795
0.20187,0.14575,0.45692,0.20158
0.16838,0.15288,0.44135,0.24128
0.13964,0.16793,0.42944,0.21757
0.13034,0.21151,0.44355,0.23534
